MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
2021,Mahindra,Bolero B6 (O),Manual,"38,143 km",DieselUP-78,1st Owner,"₹8,86,000"
2016,Ford,Ecosport 1.5 TREND TDCI,Manual,"80,092 km",DieselUP-14,2nd Owner,"₹4,16,000"
2019,Mahindra,Scorpio S11,Manual,"23,330 km",DieselUP-15,1st Owner,"₹16,28,000"
2018,Ford,Ecosport 1.5 TREND+ TDCI,Manual,"44,710 km",DieselUP-32,1st Owner,"₹6,95,000"
2017,Maruti,Vitara Brezza ZDI,Manual,"46,856 km",DieselUP-14,1st Owner,"₹7,97,000"
2017,Maruti,S Cross ALPHA 1.3,Manual,"44,289 km",DieselUP-53,1st Owner,"₹7,60,000"
2017,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"87,608 km",DieselUP-14,1st Owner,"₹8,87,000"
2017,Honda,WR-V 1.5 i-DTEC VX MT,Manual,"91,709 km",DieselUP-14,1st Owner,"₹6,98,000"
2019,Maruti,Vitara Brezza ZDI,Manual,"78,070 km",DieselUP-32,1st Owner,"₹8,33,000"
2020,KIA,SELTOS 1.5 GTX+ AT,Automatic,"23,502 km",DieselUP-32,1st Owner,"₹16,82,000"
2017,Renault,Duster RXZ 85 PS DIESEL,Manual,"80,441 km",DieselUP-16,1st Owner,"₹5,55,000"
2020,Mahindra,Bolero B4,Manual,"72,346 km",DieselUP-32,1st Owner,"₹7,56,399"
2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"87,952 km",DieselUP-16,1st Owner,"₹11,69,000"
2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"79,406 km",DieselUP-78,1st Owner,"₹7,72,000"
2019,Hyundai,Creta 1.6 SX VTVT,Manual,"22,050 km",PetrolUP-32,1st Owner,"₹10,98,000"
2021,Maruti,Vitara Brezza ZXI,Manual,"41,189 km",PetrolUP-32,1st Owner,"₹8,87,000"
2020,MG,HECTOR SHARP DCT PETROL,Automatic,"35,449 km",PetrolUP-70,1st Owner,"₹15,89,000"
2020,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"39,239 km",PetrolUP-32,1st Owner,"₹11,50,000"
2020,Renault,TRIBER 1.0 RXL PETROL,Manual,"89,969 km",PetrolUP-32,1st Owner,"₹5,34,000"
2020,MG,HECTOR SHARP DCT PETROL,Automatic,"35,449 km",PetrolUP-70,1st Owner,"₹15,89,000"
2017,Mahindra,XUV500 W6 4X2,Manual,"64,441 km",DieselUP-16,1st Owner,"₹8,84,000"
2016,Mahindra,XUV500 W6 4X2,Manual,"59,620 km",DieselUP-16,2nd Owner,"₹8,02,000"
2015,Renault,Duster 85 PS RXL,Manual,"80,364 km",DieselUP-14,1st Owner,"₹4,21,000"
2019,MG,HECTOR SHARP 2.0 DIESEL,Manual,"51,247 km",DieselUP-78,1st Owner,"₹15,28,000"
2020,Hyundai,VENUE 1.0 turbo GDI IMT SX O,Manual,"21,975 km",PetrolUP-32,1st Owner,"₹11,19,000"
2018,Ford,Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),Manual,"25,045 km",PetrolUP-32,1st Owner,"₹7,96,000"
2017,Maruti,Vitara Brezza ZDI,Manual,"1,80,395 km",DieselUP-16,1st Owner,"₹6,12,000"
2021,Maruti,Vitara Brezza ZXI,Manual,"41,189 km",PetrolUP-32,1st Owner,"₹8,87,000"
2016,Hyundai,Creta 1.6 SX PLUS CRDI ANNIVERSARY EDITION,Manual,"76,049 km",DieselUP-16,1st Owner,"₹8,99,000"
2019,Maruti,XL6 ALPHA AT SHVS,Automatic,"1,00,003 km",PetrolUP-32,1st Owner,"₹8,35,000"
2019,Hyundai,Creta 1.6 SX VTVT,Manual,"22,050 km",PetrolUP-32,1st Owner,"₹10,98,000"
2017,Maruti,S Cross ALPHA 1.3,Manual,"44,289 km",DieselUP-53,1st Owner,"₹7,60,000"
2017,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"87,608 km",DieselUP-14,1st Owner,"₹8,87,000"
2017,Maruti,Vitara Brezza ZDI,Manual,"46,856 km",DieselUP-14,1st Owner,"₹7,97,000"
2021,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"33,628 km",PetrolUP-32,1st Owner,"₹9,08,000"
2019,Maruti,S PRESSO VXI,Manual,"77,026 km",PetrolUP-32,1st Owner,"₹4,25,000"
2016,Honda,City V MT PETROL,Manual,"64,151 km",PetrolUP-78,1st Owner,"₹6,06,000"
2017,Maruti,Dzire VDI AMT,Automatic,"61,724 km",DieselUP-16,1st Owner,"₹6,29,000"
2021,Maruti,Alto VXI,Manual,"10,140 km",PetrolUP-32,1st Owner,"₹4,27,600"
2020,Maruti,Alto VXI,Manual,"16,290 km",PetrolUP-32,1st Owner,"₹3,96,000"
2021,Maruti,Alto LXI,Manual,"7,441 km",PetrolUP-43,1st Owner,"₹3,63,000"
2018,Maruti,Celerio VXI,Manual,"14,450 km",PetrolUP-16,1st Owner,"₹4,59,000"
2020,Maruti,Alto LXI,Manual,"26,784 km",PetrolUP-32,1st Owner,"₹3,51,000"
2020,Maruti,Swift LXI,Manual,"30,620 km",PetrolUP-32,1st Owner,"₹5,95,000"
2019,Maruti,Baleno ALPHA 1.2 K12,Manual,"42,939 km",PetrolUP-78,1st Owner,"₹6,34,000"
2018,Maruti,Baleno DELTA 1.2 K12,Manual,"39,839 km",PetrolUP-32,1st Owner,"₹5,71,000"
2017,Maruti,IGNIS ZETA 1.2 K12,Manual,"42,927 km",PetrolUP-32,1st Owner,"₹4,22,000"
2017,Maruti,Baleno DELTA 1.2 K12,Manual,"33,910 km",PetrolUP-32,2nd Owner,"₹5,58,000"
2021,Maruti,Alto LXI,Manual,"2,164 km",PetrolUP-32,1st Owner,"₹4,01,500"
2021,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"33,628 km",PetrolUP-32,1st Owner,"₹9,08,000"
2020,Maruti,Swift VXI,Manual,"22,937 km",PetrolUP-15,2nd Owner,"₹5,89,000"
2020,Maruti,Swift VXI,Manual,"57,330 km",PetrolUP-53,1st Owner,"₹5,58,000"
2021,Maruti,Alto LXI,Manual,"2,379 km",PetrolUP-78,1st Owner,"₹3,98,000"
2022,Maruti,Celerio ZXI+,Manual,"7,219 km",PetrolUP-78,1st Owner,"₹7,16,000"
2019,Maruti,XL6 ALPHA AT SHVS,Automatic,"1,00,003 km",PetrolUP-32,1st Owner,"₹8,35,000"
2019,Maruti,Alto VXI,Manual,"14,802 km",PetrolUP-32,1st Owner,"₹3,67,000"
2019,Maruti,Dzire VXI,Manual,"71,260 km",PetrolUP-32,1st Owner,"₹6,04,099"
2019,Maruti,XL6 ALPHA AT SHVS,Automatic,"1,00,003 km",PetrolUP-32,1st Owner,"₹8,35,000"
2022,Maruti,Celerio ZXI+,Manual,"7,219 km",PetrolUP-78,1st Owner,"₹7,16,000"
2018,Maruti,Baleno DELTA 1.2 K12,Manual,"39,839 km",PetrolUP-32,1st Owner,"₹5,71,000"
2017,Maruti,IGNIS ZETA 1.2 K12,Manual,"42,927 km",PetrolUP-32,1st Owner,"₹4,22,000"
2017,Maruti,Baleno DELTA 1.2 K12,Manual,"33,910 km",PetrolUP-32,2nd Owner,"₹5,58,000"
2021,Maruti,Alto LXI,Manual,"2,164 km",PetrolUP-32,1st Owner,"₹4,01,500"
2021,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"33,628 km",PetrolUP-32,1st Owner,"₹9,08,000"
2020,Maruti,Swift VXI,Manual,"22,937 km",PetrolUP-15,2nd Owner,"₹5,89,000"
2020,Maruti,Baleno DELTA 1.2 K12,Manual,"41,730 km",PetrolUP-32,1st Owner,"₹6,39,000"
2019,Maruti,Dzire VXI,Manual,"71,260 km",PetrolUP-32,1st Owner,"₹6,04,099"
2018,Maruti,Baleno DELTA 1.2 K12,Manual,"59,767 km",PetrolUP-32,2nd Owner,"₹5,31,000"
2018,Maruti,IGNIS ALPHA 1.2 K12 AMT,Automatic,"46,439 km",PetrolUP-32,1st Owner,"₹6,17,000"
2020,Maruti,New  Wagon-R LXI CNG 1.0 L,Manual,"90,293 km",Petrol + CNGUP-32,1st Owner,"₹5,84,000"
2015,Maruti,Alto K10 VXI,Manual,"42,413 km",PetrolUP-32,1st Owner,"₹2,59,299"
2021,Maruti,S PRESSO VXI,Manual,"4,739 km",PetrolUP-78,1st Owner,"₹4,42,000"
2020,Maruti,S PRESSO VXI PLUS,Manual,"35,045 km",PetrolUP-62,1st Owner,"₹4,13,000"
2020,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"39,239 km",PetrolUP-32,1st Owner,"₹11,50,000"
2020,Maruti,New  Wagon-R LXI CNG 1.0 L,Manual,"79,333 km",Petrol + CNGUP-32,1st Owner,"₹5,84,000"
2017,Maruti,Vitara Brezza ZDI,Manual,"46,856 km",DieselUP-14,1st Owner,"₹7,97,000"
2017,Maruti,S Cross ALPHA 1.3,Manual,"44,289 km",DieselUP-53,1st Owner,"₹7,60,000"
2015,Maruti,Alto K10 VXI,Manual,"42,413 km",PetrolUP-32,1st Owner,"₹2,59,299"
2021,Maruti,S PRESSO VXI,Manual,"4,739 km",PetrolUP-78,1st Owner,"₹4,42,000"
2020,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"39,239 km",PetrolUP-32,1st Owner,"₹11,50,000"
2019,Maruti,New  Wagon-R LXI 1.0 L,Manual,"12,862 km",PetrolUP-15,1st Owner,"₹5,09,000"
2019,Maruti,Vitara Brezza ZDI,Manual,"78,070 km",DieselUP-32,1st Owner,"₹8,33,000"
2020,Maruti,New  Wagon-R VXI 1.0,Manual,"35,868 km",PetrolUP-32,1st Owner,"₹5,11,000"
2019,Maruti,S PRESSO VXI,Manual,"77,026 km",PetrolUP-32,1st Owner,"₹4,25,000"
2019,Maruti,New  Wagon-R VXI 1.0,Manual,"40,206 km",PetrolUP-32,1st Owner,"₹5,41,000"
2019,Maruti,New  Wagon-R 1.0 VXI (O),Manual,"89,152 km",PetrolUP-32,1st Owner,"₹5,04,000"
2020,Maruti,S PRESSO VXI PLUS,Manual,"32,229 km",PetrolUP-32,1st Owner,"₹4,32,000"
2017,Maruti,Vitara Brezza ZDI,Manual,"1,80,395 km",DieselUP-16,1st Owner,"₹6,12,000"
2018,Maruti,Alto K10 VXI,Manual,"70,248 km",PetrolUP-32,1st Owner,"₹3,06,000"
2021,Maruti,Vitara Brezza ZXI,Manual,"41,189 km",PetrolUP-32,1st Owner,"₹8,87,000"
2019,Maruti,Alto 800 LXI,Manual,"9,790 km",PetrolUP-41,1st Owner,"₹3,42,000"
2019,Maruti,Alto K10 VXI,Manual,"40,564 km",PetrolUP-32,1st Owner,"₹3,84,000"
2020,Maruti,S PRESSO VXI,Manual,"29,984 km",PetrolUP-42,1st Owner,"₹4,07,000"
2020,Maruti,New  Wagon-R VXI 1.0,Manual,"4,685 km",PetrolUP-42,1st Owner,"₹5,57,000"
2022,Maruti,S PRESSO VXI PLUS,Manual,"13,402 km",PetrolUP-32,1st Owner,"₹5,09,000"
2018,Maruti,Alto 800 VXI,Manual,"21,546 km",PetrolUP-32,1st Owner,"₹3,44,000"
2021,Toyota,Glanza V MT PETROL,,"27,784 km",PetrolUP-32,1st Owner,"₹8,04,000"
2020,Toyota,YARIS J MT,Manual,"45,304 km",PetrolUP-32,1st Owner,"₹7,64,200"
2020,Tata,TIGOR 1.2 XZA+ RTN,Automatic,"7,191 km",PetrolUP-32,1st Owner,"₹7,30,000"
2020,Hyundai,AURA S CNG,Manual,"33,753 km",Petrol + CNGUP-41,1st Owner,"₹7,50,000"
2021,Hyundai,GRAND I10 NIOS SPORTZ PETROL,Manual,"28,112 km",PetrolUP-53,1st Owner,"₹7,01,000"
2021,Tata,ALTROZ XT 1.2,,"37,694 km",PetrolUP-32,1st Owner,"₹7,26,000"
2018,Hyundai,Verna 1.6 SX VTVT,Manual,"47,330 km",PetrolUP-78,1st Owner,"₹8,09,000"
2021,Maruti,Baleno ZETA 1.2 K12,Manual,"24,426 km",PetrolUP-40,1st Owner,"₹7,12,000"
2021,Mahindra,Bolero B6 (O),Manual,"38,143 km",DieselUP-78,1st Owner,"₹8,86,000"
2019,Mahindra,Scorpio S11,Manual,"23,330 km",DieselUP-15,1st Owner,"₹16,28,000"
2020,Mahindra,Bolero B4,Manual,"72,346 km",DieselUP-32,1st Owner,"₹7,56,399"
2017,Mahindra,XUV500 W6 4X2,Manual,"64,441 km",DieselUP-16,1st Owner,"₹8,84,000"
2016,Mahindra,XUV500 W6 4X2,Manual,"59,620 km",DieselUP-16,2nd Owner,"₹8,02,000"
2021,Mahindra,XUV 3OO W8 DIESEL MT,,"30,954 km",DieselUP-32,1st Owner,"₹12,81,500"
2018,Ford,Ecosport 1.0 ECOBOOST TITANIUM SPORTS(SUNROOF),Manual,"57,214 km",PetrolUP-32,1st Owner,"₹8,37,000"
2021,Maruti,Vitara Brezza ZXI,Manual,"41,189 km",PetrolUP-32,1st Owner,"₹8,87,000"
2017,Maruti,S Cross ALPHA 1.3,Manual,"44,289 km",DieselUP-53,1st Owner,"₹7,60,000"
2021,Honda,WR-V 1.2 SV MT,Manual,"23,525 km",PetrolUP-32,1st Owner,"₹8,96,000"
2020,Tata,NEXON XM 1.5,Manual,"60,182 km",DieselUP-32,1st Owner,"₹8,32,000"
2020,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"39,239 km",PetrolUP-32,1st Owner,"₹11,50,000"
2021,Tata,ALTROZ XT 1.2,,"37,753 km",PetrolUP-32,1st Owner,"₹7,26,000"
2020,Tata,TIGOR 1.2 XZA+ RTN,Automatic,"7,274 km",PetrolUP-32,1st Owner,"₹7,30,000"
2017,Tata,Zest XE RT,Manual,"48,023 km",PetrolUP-32,1st Owner,"₹2,92,000"
2021,Tata,NEXON XZA + 1.2 PETROL A/T,Automatic,"5,609 km",PetrolUP-32,1st Owner,"₹10,80,000"
2020,Tata,NEXON XM 1.5,Manual,"60,182 km",DieselUP-32,1st Owner,"₹8,32,000"
2022,Tata,Tiago XZ+ CNG 1.2 RTN,,"4,196 km",Petrol + CNGUP-32,1st Owner,"₹8,52,000"
2015,Hyundai,Elite i20 ASTA 1.2,Manual,"52,124 km",PetrolUP-32,1st Owner,"₹5,50,000"
2017,Hyundai,Elite i20 ASTA 1.2,Manual,"27,587 km",PetrolUP-78,1st Owner,"₹6,30,000"
2017,Maruti,IGNIS ZETA 1.2 K12,Manual,"42,927 km",PetrolUP-32,1st Owner,"₹4,22,000"
2019,Maruti,Baleno ZETA 1.2 K12,Manual,"47,937 km",PetrolUP-32,1st Owner,"₹6,77,000"
2021,Maruti,Baleno ZETA 1.2 K12,Manual,"24,530 km",PetrolUP-40,1st Owner,"₹7,12,000"
2021,Maruti,Baleno ZETA 1.2 K12,Manual,"25,901 km",PetrolUP-32,1st Owner,"₹7,42,000"
2021,Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,"3,692 km",PetrolUP-32,1st Owner,"₹7,70,000"
2020,KIA,SELTOS 1.5 GTX+ AT,Automatic,"23,502 km",DieselUP-32,1st Owner,"₹16,82,000"
2016,Volkswagen,Vento COMFORTLINE TDI AT,Automatic,"63,696 km",DieselUP-14,1st Owner,"₹5,92,000"
2019,Maruti,XL6 ALPHA AT SHVS,Automatic,"1,00,003 km",PetrolUP-32,1st Owner,"₹8,35,000"
2022,Tata,TIGOR XZ CNG 1.2 RTN,,"4,725 km",Petrol + CNGUP-32,1st Owner,"₹7,60,699"
2019,MG,HECTOR SHARP DCT PETROL,Automatic,"22,094 km",PetrolMH-47,2nd Owner,"₹13,01,000"
2020,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"52,512 km",PetrolMH-40,1st Owner,"₹12,69,000"
2020,Maruti,Vitara Brezza VXI,Manual,"62,430 km",PetrolMH-40,1st Owner,"₹8,11,000"
2020,KIA,SELTOS HTE 1.5 MT DIESEL,Manual,"82,687 km",DieselMH-40,1st Owner,"₹10,80,000"
2019,MG,HECTOR SHARP DCT PETROL,Automatic,"35,246 km",PetrolMH-49,1st Owner,"₹14,99,000"
2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"54,498 km",PetrolMH-31,1st Owner,"₹3,88,000"
2021,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Manual,"8,486 km",Petrol + CNGMH-40,1st Owner,"₹5,98,800"
2016,Maruti,S Cross ALPHA 1.6,Manual,"70,053 km",DieselMH-04,1st Owner,"₹7,72,000"
2018,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"39,260 km",PetrolMH-49,1st Owner,"₹6,75,000"
2020,Maruti,S Cross ALPHA AT SMART HYBRID,Automatic,"28,803 km",PetrolMH-40,1st Owner,"₹13,42,000"
2021,Tata,Harrier XZA + DUAL TONE,Automatic,"64,614 km",DieselMH-44,1st Owner,"₹24,96,000"
2016,Honda,City SV MT PETROL,Manual,"13,393 km",PetrolMH-02,1st Owner,"₹7,00,000"
2018,Jeep,Compass 2.0 SPORT,Manual,"86,983 km",DieselMH-40,1st Owner,"₹12,23,000"
2016,Maruti,Ciaz VDI+ SHVS,Manual,"88,735 km",DieselMH-49,1st Owner,"₹6,26,000"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"33,665 km",PetrolMH-49,1st Owner,"₹6,26,000"
2017,Maruti,Ciaz ALPHA 1.3 DDIS SHVS,Manual,"72,919 km",DieselMH-31,1st Owner,"₹8,42,000"
2021,Mahindra,XUV700 AX 7 P MT 7 STR,,"22,000 km",PetrolMH-49,1st Owner,"₹21,02,000"
2018,Honda,City V MT PETROL,Manual,"55,025 km",PetrolMH-49,1st Owner,"₹8,61,000"
2013,Honda,City V MT PETROL,Manual,"28,129 km",PetrolMH-02,2nd Owner,"₹4,53,000"
2020,Maruti,S PRESSO VXI,Manual,"12,994 km",PetrolMH-43,1st Owner,"₹5,11,000"
2019,Hyundai,Creta 1.6 SX VTVT,Manual,"22,050 km",PetrolUP-32,1st Owner,"₹10,98,000"
2021,Maruti,Vitara Brezza ZXI,Manual,"41,189 km",PetrolUP-32,1st Owner,"₹8,87,000"
2020,MG,HECTOR SHARP DCT PETROL,Automatic,"35,449 km",PetrolUP-70,1st Owner,"₹15,89,000"
2016,Hyundai,Creta 1.6 SX PLUS CRDI ANNIVERSARY EDITION,Manual,"76,049 km",DieselUP-16,1st Owner,"₹8,99,000"
2020,Renault,TRIBER 1.0 RXL PETROL,Manual,"89,969 km",PetrolUP-32,1st Owner,"₹5,34,000"
2016,Mahindra,XUV500 W6 4X2,Manual,"59,620 km",DieselUP-16,2nd Owner,"₹8,02,000"
2015,Renault,Duster 85 PS RXL,Manual,"80,364 km",DieselUP-14,1st Owner,"₹4,21,000"
2020,Hyundai,VENUE 1.0 turbo GDI IMT SX O,Manual,"21,975 km",PetrolUP-32,1st Owner,"₹11,19,000"
2019,MG,HECTOR SHARP 2.0 DIESEL,Manual,"51,247 km",DieselUP-78,1st Owner,"₹15,28,000"
2019,Maruti,XL6 ALPHA AT SHVS,Automatic,"1,00,003 km",PetrolUP-32,1st Owner,"₹8,35,000"
2017,Mahindra,XUV500 W6 4X2,Manual,"64,441 km",DieselUP-16,1st Owner,"₹8,84,000"
2017,Maruti,Vitara Brezza ZDI,Manual,"1,80,395 km",DieselUP-16,1st Owner,"₹6,12,000"
2018,Ford,Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),Manual,"25,045 km",PetrolUP-32,1st Owner,"₹7,96,000"
2017,Maruti,S Cross ALPHA 1.3,Manual,"44,289 km",DieselUP-53,1st Owner,"₹7,60,000"
2017,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"87,608 km",DieselUP-14,1st Owner,"₹8,87,000"
2017,Maruti,Vitara Brezza ZDI,Manual,"46,856 km",DieselUP-14,1st Owner,"₹7,97,000"
2020,Jeep,Compass 2.0 LONGITUDE (O),Manual,"22,689 km",DieselUP-32,1st Owner,"₹15,54,000"
2021,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"33,628 km",PetrolUP-32,1st Owner,"₹9,08,000"
2020,Hyundai,AURA S CNG,Manual,"33,753 km",Petrol + CNGUP-41,1st Owner,"₹7,50,000"
2021,Maruti,S PRESSO VXI,Manual,"4,739 km",PetrolUP-78,1st Owner,"₹4,42,000"
2016,Honda,City V MT PETROL,Manual,"64,151 km",PetrolUP-78,1st Owner,"₹6,06,000"
2020,Maruti,S PRESSO VXI,Manual,"29,984 km",PetrolUP-42,1st Owner,"₹4,07,000"
2018,Hyundai,i20 Active 1.2 SX,Manual,"24,539 km",PetrolUP-44,1st Owner,"₹6,14,000"
2017,Honda,Brio 1.2 S MT I VTEC,Manual,"42,181 km",PetrolUP-32,1st Owner,"₹4,42,000"
2020,Hyundai,AURA S CNG,Manual,"33,753 km",Petrol + CNGUP-41,1st Owner,"₹7,50,000"
2020,Maruti,S PRESSO VXI PLUS,Manual,"35,045 km",PetrolUP-62,1st Owner,"₹4,13,000"
2021,Maruti,S PRESSO VXI,Manual,"4,739 km",PetrolUP-78,1st Owner,"₹4,42,000"
2020,Maruti,S PRESSO VXI PLUS,Manual,"32,229 km",PetrolUP-32,1st Owner,"₹4,32,000"
2018,Hyundai,Verna 1.6 CRDI SX,Manual,"29,755 km",DieselUP-50,1st Owner,"₹9,17,000"
2018,Hyundai,Verna 1.6 SX VTVT,Manual,"47,330 km",PetrolUP-78,1st Owner,"₹8,09,000"
2021,Toyota,Glanza V MT PETROL,,"27,784 km",PetrolUP-32,1st Owner,"₹8,04,000"
2012,Maruti,Swift Dzire VXI AMT,Automatic,"52,486 km",PetrolMH-02,1st Owner,"₹3,97,000"
2017,Volkswagen,Vento HIGHLINE 1.2 TSI AT,Automatic,"42,525 km",PetrolMH-01,1st Owner,"₹7,64,000"
2020,Skoda,Rapid STYLE 1.0TSI MT,Manual,"14,597 km",PetrolMH-46,1st Owner,"₹9,34,000"
2020,Skoda,Rapid 1.0 AMBITION TSI MT,Manual,"7,909 km",PetrolMH-02,1st Owner,"₹7,85,000"
2015,Maruti,Swift Dzire VXI,Manual,"22,020 km",PetrolMH-01,1st Owner,"₹5,08,000"
2016,Maruti,Ciaz VDI+ SHVS,Manual,"88,735 km",DieselMH-49,1st Owner,"₹6,26,000"
2022,Volkswagen,Vento HIGHLINE PLUS 1.0 TSI MT,Manual,"33,088 km",PetrolMH-31,1st Owner,"₹10,51,000"
2018,Honda,City V MT PETROL,Manual,"55,025 km",PetrolMH-49,1st Owner,"₹8,61,000"
2019,Maruti,Dzire VDI,Manual,"37,170 km",DieselMH-48,1st Owner,"₹8,37,000"
2013,Honda,City V MT PETROL,Manual,"28,129 km",PetrolMH-02,2nd Owner,"₹4,53,000"
2016,Honda,City SV MT PETROL,Manual,"13,393 km",PetrolMH-02,1st Owner,"₹7,00,000"
2013,Maruti,Swift Dzire VXI,Manual,"33,166 km",PetrolMH-02,1st Owner,"₹4,20,000"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"33,665 km",PetrolMH-49,1st Owner,"₹6,26,000"
2018,Maruti,Dzire VXI,Manual,"28,193 km",PetrolMH-02,1st Owner,"₹6,69,699"
2012,Maruti,Swift Dzire VXI,Manual,"24,442 km",PetrolMH-02,1st Owner,"₹4,11,000"
2017,Maruti,Ciaz ALPHA 1.3 DDIS SHVS,Manual,"72,919 km",DieselMH-31,1st Owner,"₹8,42,000"
2014,Maruti,Swift Dzire VXI,Manual,"50,591 km",PetrolMH-46,1st Owner,"₹4,37,000"
2017,Hyundai,New Elantra 1.6 SX AT O,Automatic,"47,445 km",DieselMH-08,1st Owner,"₹18,24,000"
2019,Hyundai,NEW SANTRO SPORTZ 1.1,Manual,"22,270 km",PetrolMH-03,1st Owner,"₹5,29,000"
2017,Maruti,Alto 800 LXI,Manual,"23,819 km",PetrolMH-35,1st Owner,"₹3,02,000"
2014,Maruti,Swift VXI,Manual,"37,197 km",PetrolMH-02,2nd Owner,"₹3,78,000"
2016,Maruti,Celerio VXI AMT,Automatic,"26,334 km",PetrolMH-46,1st Owner,"₹4,44,000"
2020,Hyundai,GRAND I10 NIOS SPORTZ PETROL,Manual,"54,002 km",PetrolMH-02,1st Owner,"₹6,57,800"
2019,Maruti,Baleno ZETA PETROL 1.2,Manual,"45,759 km",PetrolMH-49,1st Owner,"₹6,74,000"
2014,Maruti,Wagon R 1.0 VXI,Manual,"20,341 km",PetrolMH-49,1st Owner,"₹3,74,000"
2014,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"28,270 km",PetrolMH-02,1st Owner,"₹4,39,000"
2018,Maruti,Swift VXI,Manual,"59,040 km",PetrolMH-35,1st Owner,"₹6,24,000"
2019,Maruti,Alto 800 LXI,Manual,"42,180 km",PetrolMH-49,1st Owner,"₹3,23,000"
2020,Renault,Kwid RXT,Manual,"12,339 km",PetrolMH-01,2nd Owner,"₹4,10,000"
2018,Maruti,Alto K10 VXI (O) AMT,Automatic,"7,723 km",PetrolMH-01,1st Owner,"₹4,43,000"
2016,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"62,761 km",PetrolMH-04,1st Owner,"₹4,22,000"
2018,Hyundai,Elite i20 SPORTZ 1.4,Manual,"26,423 km",DieselMH-49,1st Owner,"₹7,82,000"
2017,Maruti,Swift VXI OPT,Manual,"49,641 km",PetrolMH-13,3rd Owner,"₹5,13,000"
2014,Maruti,Wagon R 1.0 VXI,Manual,"44,130 km",PetrolMH-05,1st Owner,"₹3,80,000"
2017,Hyundai,Grand i10 Magna 1.2 AT  VTVT,Automatic,"42,721 km",PetrolMH-31,1st Owner,"₹5,24,000"
2019,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"32,717 km",PetrolMH-29,1st Owner,"₹5,72,700"
2017,Maruti,Alto 800 LXI,Manual,"8,728 km",PetrolMH-32,1st Owner,"₹3,03,000"
2017,Maruti,Swift VDI,Manual,"40,255 km",DieselMH-49,1st Owner,"₹5,99,000"
2014,Maruti,Wagon R 1.0 VXI,Manual,"63,203 km",PetrolMH-46,1st Owner,"₹3,70,000"
2017,Nissan,Micra Active XV S,Manual,"32,350 km",PetrolMH-49,1st Owner,"₹3,94,000"
2018,Hyundai,Eon MAGNA PLUS,Manual,"32,936 km",PetrolMH-36,1st Owner,"₹3,84,000"
2017,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"66,141 km",PetrolMH-43,1st Owner,"₹6,34,000"
2018,Hyundai,Elite i20 ASTA 1.2,Manual,"43,188 km",PetrolMH-04,1st Owner,"₹6,88,000"
2016,Tata,Tiago XZ 1.2 REVOTRON,Manual,"81,738 km",PetrolMH-43,1st Owner,"₹4,18,000"
2021,Hyundai,NEW I20 SPORTZ 1.0T GDI IMT,Manual,"12,441 km",PetrolMH-14,1st Owner,"₹9,04,000"
2017,Maruti,IGNIS ZETA 1.2 K12 AMT,Automatic,"60,446 km",PetrolMH-04,1st Owner,"₹5,80,000"
2019,Maruti,Alto LXI,Manual,"15,269 km",PetrolMH-40,1st Owner,"₹3,50,000"
2014,Maruti,Wagon R 1.0 VXI,Manual,"27,380 km",PetrolMH-49,1st Owner,"₹3,65,000"
2020,Tata,ALTROZ XZ 1.2,Manual,"24,298 km",PetrolMH-40,1st Owner,"₹8,03,000"
2018,Maruti,Alto K10 VXI (O) AMT,Automatic,"7,723 km",PetrolMH-01,1st Owner,"₹4,43,000"
2014,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"28,270 km",PetrolMH-02,1st Owner,"₹4,39,000"
2020,Renault,Kwid RXT,Manual,"12,339 km",PetrolMH-01,2nd Owner,"₹4,10,000"
